,0,1,2,3,4,5,6,7,8
17310,Volkswagen,Passat B5,2001,5150,377 тис. км,Київ ( від ),"Газ / Бензин, 1.8 л.",Не вказано,False
17311,Audi,80,1988,2350,230 тис. км,Тернопіль ( від ),"Бензин, 1.8 л.",Ручна / Механіка,False
17312,Ford,Mondeo,1996,2900,200 тис. км,Київ ( від ),1.6 л.,Ручна / Механіка,False
17313,Skoda,Fabia,2010,6500,252 тис. км,Луцьк ( від ),"Дизель, 1.4 л.",Ручна / Механіка,False
17314,Fiat,500X,2015,12700,131 тис. км,Київ ( від ),"Бензин, 2.4 л.",Автомат,True
17315,Ford,Kuga,2012,11800,197 тис. км,Одеса ( від ),"Дизель, 2 л.",Ручна / Механіка,False
17316,ЗАЗ,Vida,2015,5950,52 тис. км,Запоріжжя ( від ),"Бензин, 1.5 л.",Ручна / Механіка,False
17317,Volkswagen,Polo,2007,4750,208 тис. км,Перечин ( від ),"Газ / Бензин, 1.4 л.",Ручна / Механіка,False
17318,Opel,Combo пасс.,2002,3750,374 тис. км,Київ ( від ),"Дизель, 1.7 л.",Ручна / Механіка,False
17319,Skoda,Octavia A7,2015,11699,235 тис. км,Кременець ( від ),"Дизель, 1.6 л.",Ручна / Механіка,False
17320,ВАЗ,2115,2005,3800,114 тис. км,Дніпро (Дніпропетровськ) ( від ),Бензин,Не вказано,False
17321,Hyundai,Tucson,2004,7200,179 тис. км,Рівне ( від ),"Дизель, 2 л.",Автомат,False
17322,ЗАЗ,1103 Славута,2006,1550,130 тис. км,Маріуполь ( від ),1.2 л.,Ручна / Механіка,False
17323,ЗАЗ,1103 Славута,2004,800,130 тис. км,Дніпро (Дніпропетровськ) ( від ),"Бензин, 1.2 л.",Не вказано,False
17324,Opel,Astra G,1999,3900,252 тис. км,Львів ( від ),"Дизель, 2 л.",Автомат,False
17325,Mitsubishi,Lancer,2008,6800,225 тис. км,Київ ( від ),"Бензин, 1.5 л.",Типтронік,False
17326,Volkswagen,Caddy пасс.,2005,5499,235 тис. км,Івано-Франківськ ( від ),"Дизель, 2 л.",Ручна / Механіка,False
17327,Infiniti,G35,2007,11599,193 тис. км,Запоріжжя ( від ),"Газ / Бензин, 3.5 л.",Не вказано,False
17328,Ford,Fiesta,2015,8300,104 тис. км,Одеса ( від ),"Бензин, 1.6 л.",Автомат,True
17329,ВАЗ,2101,1986,30000,4 тис. км,Олевськ ( від ),Бензин,Ручна / Механіка,False
17330,Mazda,3,2005,4900,165 тис. км,Запоріжжя ( від ),"Бензин, 1.6 л.",Ручна / Механіка,False
17331,Volkswagen,Beetle,2015,12800,70 тис. км,Миколаїв ( від ),"Дизель, 2 л.",Автомат,True
17332,ВАЗ,2112,2007,4300,117 тис. км,Маріуполь ( від ),"Бензин, 1.6 л.",Ручна / Механіка,False
17333,Dacia,Logan MCV,2007,4300,143 тис. км,Дніпро (Дніпропетровськ) ( від ),"Газ / Бензин, 1.6 л.",Ручна / Механіка,False
17334,Opel,Astra G,2008,3500,250 тис. км,Борислав ( від ),"Газ / Бензин, 1.4 л.",Ручна / Механіка,False
17335,Skoda,Octavia A5,2007,6500,290 тис. км,Київ ( від ),Бензин,Ручна / Механіка,False
17336,Volkswagen,Jetta,2013,8999,164 тис. км,Київ ( від ),"Газ / Бензин, 2 л.",Ручна / Механіка,True
17337,Ford,Sierra,1988,700,70 тис. км,Хмельницький ( від ),"Бензин, 2 л.",Ручна / Механіка,False
17338,Kia,Cerato,2008,5100,234 тис. км,Київ ( від ),"Газ / Бензин, 1.6 л.",Ручна / Механіка,False
17339,ВАЗ,2106,1993,1450,100 тис. км,Вінниця ( від ),"Бензин, 1.5 л.",Ручна / Механіка,False
17340,Volkswagen,Passat B7,2012,10500,180 тис. км,Єнакієве ( від ),"Бензин, 1.4 л.",Автомат,False
17341,Mercedes-Benz,E 200,2017,32500,260 тис. км,Мукачеве ( від ),"Дизель, 1.9 л.",Автомат,False
17342,Citroen,C25 пасс.,1990,2222,222 тис. км,Бровари ( від ),"Газ / Бензин, 2 л.",Ручна / Механіка,False
17343,Jeep,Patriot,2012,8699,249 тис. км,Ірпінь ( від ),"Бензин, 2 л.",Автомат,True
17344,ВАЗ,2111,2008,4200,132 тис. км,Добропілля ( від ),"Газ / Бензин, 1.6 л.",Ручна / Механіка,False
17345,Audi,A4,1996,4700,357 тис. км,Теплик ( від ),"Газ / Бензин, 1.8 л.",Ручна / Механіка,False
17346,Volkswagen,Golf IV,2000,5000,218 тис. км,Харків ( від ),"Газ, 1.6 л.",Ручна / Механіка,False
17347,Peugeot,3008,2012,9200,216 тис. км,Чернівці ( від ),"Дизель, 1.6 л.",Не вказано,False
17348,ЗАЗ,Lanos,2007,3000,125 тис. км,Харків ( від ),"Газ / Бензин, 1.4 л.",Ручна / Механіка,False
17349,Dacia,Sandero,2009,5000,79 тис. км,Львів ( від ),"Газ / Бензин, 1.2 л.",Ручна / Механіка,False
17350,Chery,Eastar,2008,3700,134 тис. км,Чернівці ( від ),"Бензин, 2 л.",Ручна / Механіка,False
17351,ВАЗ,2107,2002,1300,150 тис. км,Ярмолинці ( від ),"Газ / Бензин, 1.6 л.",Ручна / Механіка,False
17352,Dacia,Sandero,2013,5800,96 тис. км,Львів ( від ),"Бензин, 0.9 л.",Ручна / Механіка,False
17353,Skoda,Octavia Tour,2003,6100,165 тис. км,Охтирка ( від ),"Газ / Бензин, 1.6 л.",Ручна / Механіка,False
17354,Toyota,Camry,2003,7999,270 тис. км,Ізмаїл ( від ),"Газ / Бензин, 3 л.",Автомат,False
17355,Renault,Megane Scenic,2011,8300,184 тис. км,Тернопіль ( від ),"Дизель, 2 л.",Автомат,False
17356,ВАЗ,2108,1992,2100,107 тис. км,Козова ( від ),"Бензин, 1.3 л.",Не вказано,False
17357,BMW,3 Series GT,2014,18900,173 тис. км,Львів ( від ),"Дизель, 2 л.",Автомат,True
17358,Chrysler,200,2015,13100,153 тис. км,Запоріжжя ( від ),"Газ / Бензин, 3.6 л.",Автомат,True
17359,Opel,Movano груз.,2017,17200,82 тис. км,Дубно ( від ),"Дизель, 2.3 л.",Ручна / Механіка,False
17360,Opel,Vectra A,1989,1500,250 тис. км,Нетішин ( від ),"Газ / Бензин, 2 л.",Ручна / Механіка,False
17361,Mazda,CX-9,2012,13000,215 тис. км,Умань ( від ),"Бензин, 3.7 л.",Автомат,True
17362,Chery,CrossEastar,2009,6400,75 тис. км,Нікополь ( від ),"Бензин, 2.4 л.",Автомат,False
17363,Mercedes-Benz,S 500,2002,8000,625 тис. км,Київ ( від ),"Бензин, 5 л.",Автомат,False
17364,Hyundai,Matrix,2008,5600,199 тис. км,Київ ( від ),"Дизель, 1.5 л.",Ручна / Механіка,False
17365,Volkswagen,Passat B3,1990,1600,200 тис. км,Глибока ( від ),"Бензин, 1.8 л.",Ручна / Механіка,False
17366,Honda,Accord,2012,9300,196 тис. км,Київ ( від ),"Бензин, 2.4 л.",Автомат,True
17367,ВАЗ,2109,2008,2250,150 тис. км,Миколаїв ( від ),Бензин,Ручна / Механіка,False
17368,Hyundai,ix35,2011,12000,173 тис. км,Миколаїв ( від ),"Газ / Бензин, 2 л.",Автомат,False
17369,Opel,Astra J,2014,8499,235 тис. км,Ковель ( від ),"Дизель, 1.7 л.",Ручна / Механіка,False
17370,Mazda,6,2015,12800,119 тис. км,Вінниця ( від ),"Бензин, 2.5 л.",Автомат,True
17371,Hyundai,Elantra,2012,8500,156 тис. км,Одеса ( від ),"Бензин, 1.8 л.",Автомат,True
17372,Hyundai,Accent,2008,7150,42 тис. км,Київ ( від ),"Бензин, 1.4 л.",Ручна / Механіка,False
17373,ВАЗ,2107,2003,1450,120 тис. км,Чернівці ( від ),Бензин,Ручна / Механіка,False
17374,Daewoo,Lanos,2007,3200,90 тис. км,Борщів ( від ),"Бензин, 1.4 л.",Ручна / Механіка,False
17375,Honda,Civic,2007,7500,148 тис. км,Київ ( від ),"Бензин, 1.8 л.",Автомат,False
17376,Volkswagen,T5 (Transporter) пасс.,2012,16600,117 тис. км,Тернопіль ( від ),"Дизель, 2 л.",Ручна / Механіка,False
17377,Dacia,Sandero,2010,5000,161 тис. км,Турка ( від ),"Бензин, 1.2 л.",Ручна / Механіка,False
17378,Toyota,RAV4,2010,14500,166 тис. км,Івано-Франківськ ( від ),"Дизель, 2.2 л.",Ручна / Механіка,False
17379,Mitsubishi,Colt,2005,4150,124 тис. км,Івано-Франківськ ( від ),"Газ / Бензин, 1.3 л.",Ручна / Механіка,False
17380,Volkswagen,Touran,2004,5950,235 тис. км,Звенигородка ( від ),"Бензин, 1.6 л.",Ручна / Механіка,False
17381,Skoda,Fabia,2012,6100,296 тис. км,Івано-Франківськ ( від ),"Дизель, 1.2 л.",Ручна / Механіка,False
17382,Chery,Amulet,2010,3899,170 тис. км,Київ ( від ),"Бензин, 1.5 л.",Ручна / Механіка,False
17383,Volkswagen,Bora,2004,5250,163 тис. км,Луцьк ( від ),Бензин,Автомат,False
17384,Infiniti,QX70,2017,22000,110 тис. км,Київ ( від ),"Бензин, 3.7 л.",Автомат,True
17385,ВАЗ,1118,2009,4000,50 тис. км,Харків ( від ),"Бензин, 1.4 л.",Ручна / Механіка,False
17386,Citroen,Grand C4 Picasso,2013,9300,177 тис. км,Вінниця ( від ),"Дизель, 1.6 л.",Автомат,False
17387,ВАЗ,2109,1994,1550,962 тис. км,Тернопіль ( від ),"Бензин, 1.3 л.",Ручна / Механіка,False
17388,Opel,Astra H,2013,13300,94 тис. км,Київ ( від ),"Бензин, 1.6 л.",Робот,False
17389,Hyundai,Sonata,2008,7999,196 тис. км,Тернопіль ( від ),"Газ / Бензин, 2 л.",Ручна / Механіка,False
17390,Mazda,3,2004,5300,145 тис. км,Тернопіль ( від ),"Газ / Бензин, 1.6 л.",Ручна / Механіка,False
17391,Toyota,Hiace груз.-пасс.,2003,7500,370 тис. км,Нікополь ( від ),"Дизель, 2.5 л.",Ручна / Механіка,False
17392,BMW,X5,2018,40900,43 тис. км,Дубно ( від ),"Бензин, 3 л.",Автомат,False
17393,Mercedes-Benz,Sprinter 416 груз.-пасс.,2002,14000,450 тис. км,Хотин ( від ),"Дизель, 2.7 л.",Не вказано,False
17394,Honda,Civic,1999,2900,359 тис. км,Івано-Франківськ ( від ),"Газ / Бензин, 1.4 л.",Ручна / Механіка,False
17395,Fiat,Doblo пасс.,2006,4700,301 тис. км,Рівне ( від ),"Дизель, 1.28 л.",Ручна / Механіка,False
17396,BMW,3 Series GT,2014,15700,191 тис. км,Дрогобич ( від ),"Бензин, 2 л.",Не вказано,True
17397,Mazda,Xedos 6,1992,2552,267 тис. км,Одеса ( від ),"Бензин, 2 л.",Ручна / Механіка,False
17398,Chevrolet,Aveo,2011,6600,55 тис. км,Золотоноша ( від ),"Газ / Бензин, 1.5 л.",Ручна / Механіка,False
17399,Daewoo,Lanos,2004,3600,150 тис. км,Житомир ( від ),"Газ / Бензин, 1.5 л.",Ручна / Механіка,False
17400,Mercedes-Benz,E 200,2004,6999,309 тис. км,Харків ( від ),"Бензин, 1.8 л.",Автомат,False
17401,BMW,116,2007,8300,161 тис. км,Суми ( від ),"Бензин, 1.6 л.",Ручна / Механіка,False
17402,Acura,MDX,2016,30999,58 тис. км,Луцьк ( від ),"Бензин, 3.5 л.",Автомат,True
17403,Peugeot,308,2009,5100,208 тис. км,Володимир-Волинський ( від ),"Бензин, 1.6 л.",Ручна / Механіка,False
17404,Jeep,Compass,2014,12200,170 тис. км,Київ ( від ),"Газ / Бензин, 2.4 л.",Автомат,True
17405,Mazda,626,1994,3500,314 тис. км,Костопіль ( від ),"Газ / Бензин, 2 л.",Ручна / Механіка,False
17406,Renault,Clio Symbol,2008,4900,68 тис. км,Одеса ( від ),"Бензин, 1.4 л.",Ручна / Механіка,False
17407,Chevrolet,Equinox,2016,14200,115 тис. км,Кривий Ріг ( від ),"Бензин, 2.4 л.",Автомат,True
17408,Nissan,Titan,2015,29990,32 тис. км,Одеса ( від ),"Дизель, 5 л.",Типтронік,True
17409,Skoda,Octavia A5,2012,11500,198 тис. км,Кривий Ріг ( від ),"Дизель, 1.97 л.",Автомат,False
17410,Opel,Vivaro груз.-пасс.,2007,8800,341 тис. км,Берислав ( від ),"Дизель, 2 л.",Ручна / Механіка,False
17411,Opel,Vectra B,1998,3000,365 тис. км,Мала Виска ( від ),"Газ / Бензин, 2 л.",Ручна / Механіка,False
17412,Renault,Megane,2004,5600,139 тис. км,Івано-Франківськ ( від ),"Бензин, 1.6 л.",Не вказано,False
17413,Volkswagen,Bora,1999,3899,225 тис. км,Львів ( від ),"Бензин, 1.6 л.",Ручна / Механіка,False
17414,Mazda,Premacy,2001,3950,260 тис. км,Коломия ( від ),"Дизель, 2 л.",Ручна / Механіка,False
17415,Citroen,C25 пасс.,1988,1000,240 тис. км,Самбір ( від ),"Бензин, 2 л.",Ручна / Механіка,False
17416,Daewoo,Lanos,2009,3300,220 тис. км,Чернівці ( від ),"Газ / Бензин, 1.6 л.",Не вказано,False
17417,Audi,A4,2012,12900,87 тис. км,Львів ( від ),"Бензин, 2 л.",Автомат,True
17418,Jeep,Grand Cherokee,2002,8000,208 тис. км,Чернівці ( від ),"Дизель, 2.7 л.",Автомат,False
17419,ГАЗ,2752 Соболь,2003,2500,140 тис. км,Вінниця ( від ),"Газ / Бензин, 2.3 л.",Ручна / Механіка,False
17420,Hyundai,i30,2009,7000,89 тис. км,Харків ( від ),"Бензин, 1.4 л.",Ручна / Механіка,False
17421,Daewoo,Lanos,2007,2700,189 тис. км,Одеса ( від ),"Газ / Бензин, 1.5 л.",Ручна / Механіка,False
17422,Toyota,Camry,2018,31999,33 тис. км,Херсон ( від ),"Газ / Бензин, 2.5 л.",Автомат,False
